Price,Close,High,Low,Open,Volume,SMA50,SMA200,BB_Mid,BB_Std,BB_Upper,BB_Lower,EMA20,TR,ATR,KC_Upper,KC_Lower,EMA12,EMA26,MACD,MACD_Signal,Signal,Returns,Strategy
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,,
2023-02-17,150.65817260742188,151.10258897284194,148.97925796607987,150.46065589718617,59144100,,,147.10801467895507,4.943764105641261,156.9955428902376,137.22048646767254,146.52980260417743,2.123331006762072,3.519592358297942,153.56898732077332,139.49061788758155,149.50518517242787,144.39731543886268,5.107869733565195,5.410668821361698,-1,-0.007546680125159133,0.007546680125159133
2023-02-21,146.63864135742188,149.4236767462983,146.56951728902385,148.33731221810694,58867200,,,147.482568359375,4.5792498461319955,156.641068051639,138.324068667111,146.54016819972452,2.8541594572744486,3.395068496998891,153.3303051937223,139.75003120572674,149.06417843165772,144.56333958097818,4.500838850679543,5.228702827225267,-1,-0.026679808870866295,0.026679808870866295
2023-02-22,147.06332397460938,148.09041997762213,145.33502627380787,147.02381158820887,51011300,,,147.80834350585937,4.282052573057891,156.37244865197516,139.24423835974358,146.58999255923737,2.7553937038142635,3.391826866180793,153.37364629159896,139.8063388268758,148.7563546690349,144.74852361013603,4.007831058898859,4.984528473559986,-1,0.0028961166937735427,-0.0028961166937735427
2023-02-23,147.54722595214844,148.47557105445037,145.41402441253163,148.22867140254277,48394200,,,148.19134674072265,3.857820049113892,155.90698683895044,140.47570664249486,146.68115764427654,3.0615466419187385,3.366421596232054,153.41400083674066,139.94831445181242,148.57033486643698,144.95583489472955,3.6144999717074313,4.710522773189475,-1,0.0032904327500622443,-0.0032904327500622443
2023-02-24,144.89059448242188,145.3646375819345,143.91286646196608,145.2856278870893,55469600,,,148.3379783630371,3.659037830370515,155.65605402377815,141.01990270229606,146.510627819338,1.451771119968413,3.3231439179746602,153.15691565528732,139.86433998338867,148.00422096120388,144.95100227159566,3.0532186896082294,4.379061956473226,-1,-0.01800529594902822,0.01800529594902822
2023-02-27,146.08558654785156,147.32008482695682,145.62141398934327,145.87819927591497,44998500,,,148.44723205566407,3.5505821538045836,155.54839636327324,141.3460677480549,146.47014769824403,1.6986708376135482,3.2034635081801284,152.8770747146043,140.06322068188376,147.70904643607275,145.03504555131832,2.6740008847544345,4.038049742129468,-1,0.008247547535424449,-0.008247547535424449
2023-02-28,145.5819091796875,147.2311969873109,145.0091001993268,145.2263730908277,50547000,,,148.67576293945314,3.173893300571218,155.02354954059558,142.3279763383107,146.3855535536196,2.2220967879841,3.1814459501219075,152.7484454538634,140.02266165337576,147.38179455047504,145.07555396823457,2.306240582240463,3.691687910151667,-1,-0.003447823841259523,0.003447823841259523
2023-03-01,143.50794982910156,145.40413732845008,143.2116672358624,145.0091039171703,55479000,,,148.73699417114258,3.0536123710583385,154.84421891325925,142.6297694290259,146.11149605604643,2.1924700925876834,3.1895020155077036,152.49050008706183,139.73249202503104,146.7858184394945,144.9594351431136,1.8263832963808966,3.318626987397513,-1,-0.014245996376006542,0.014245996376006542
2023-03-02,144.1005096435547,144.8905915062189,142.11542689154663,142.58948505088003,52238100,,,148.77164459228516,2.9932898849628815,154.7582243622109,142.7850648223594,145.91997354057102,2.7751646146722635,3.067438972485955,152.05485148554294,139.7850955955991,146.3726940093499,144.89581103203517,1.4768829773147445,2.9502781853809594,-1,0.0041291079355449956,-0.0041291079355449956
2023-03-03,149.15701293945312,149.236022634522,145.50290119247913,146.20408774818284,70732300,,,148.7933692932129,2.9944910695950244,154.78235143240295,142.80438715402283,146.2282630071312,3.733121442042858,3.1056883534146964,152.4396397139606,140.01688630030182,146.80105076782735,145.21145561776984,1.5895951500575052,2.6781415783162688,-1,0.03509011389623917,-0.03509011389623917
2023-03-06,151.92230224609375,154.3616721188966,151.55689556759242,151.8827898611123,87558000,,,148.77191772460938,2.969090472482052,154.71009866957348,142.83373677964528,146.77055245846097,2.8047765513041725,2.7750677308204104,152.3206879201018,141.22041699682015,147.58893561063758,145.70855536801605,1.880380242621527,2.5185893111773203,-1,0.018539452166175696,-0.018539452166175696
2023-03-07,149.71995544433594,152.11981283549997,149.25578289163562,151.79390348554702,56182000,,,148.77692031860352,2.970678298021706,154.71827691464694,142.8355637225601,147.05144798092525,2.8640299438643524,2.8038820659847845,152.6592121128948,141.4436838489557,147.91678481582196,146.0056961144101,1.9110887014118418,2.397089189224225,-1,-0.014496533880787976,0.014496533880787976
2023-03-08,150.97418212890625,151.56674727343432,149.9470862905562,150.91492862836495,47204800,,,148.70066452026367,2.8885365596145416,154.47773763949274,142.9235914010346,147.42504170930437,1.6196609828781163,2.6585569200379426,152.74215554938024,142.1079278692285,148.38715363321953,146.3737321154839,2.0134215177356225,2.3203556549265048,-1,0.008377151067458177,-0.008377151067458177
2023-03-09,148.7224578857422,152.62346903568368,148.3669218148619,151.65562670311525,53833600,,,148.64642715454102,2.8768260517268445,154.40007925799472,142.8927750510873,147.5486051546794,4.256547220821773,2.7032552906564065,152.9551157359922,142.1420945733666,148.4387389028384,146.5477118021697,1.8910271006687083,2.2344899440749453,-1,-0.014914631173437831,0.014914631173437831
2023-03-10,146.6583709716797,149.0681136196498,145.7794089470896,148.34717096498875,68572400,,,148.54075317382814,2.910595264230566,154.36194370228927,142.719562645367,147.46382094677466,3.2887046725602147,2.6749091564060747,152.8136392595868,142.1140026339625,148.1648361441986,146.55590877768896,1.608927366509647,2.109377428561886,-1,-0.013878784303364977,0.013878784303364977
2023-03-13,148.60394287109375,151.24082897559975,145.86829089184172,145.97692732623966,84457100,,,148.5140869140625,2.907283704075188,154.32865432221286,142.69951950591212,147.57240398718602,5.37253808375803,2.8388508438558375,153.2501056748977,141.89470229947435,148.2323910252594,146.70761500683005,1.5247760184293497,1.9924571465353789,-1,0.013266013296914014,-0.013266013296914014
2023-03-14,150.6976776123047,151.49763012479718,148.2385665656885,149.40392576424304,73695900,,,148.4518684387207,2.842658194274239,154.13718482726918,142.76655205017224,147.8700490943402,3.2590635591086823,2.8368752402654067,153.543799574871,142.1962986138094,148.61166588480484,147.00317519982818,1.6084906849766583,1.9156638542236348,-1,0.01408936196953503,-0.01408936196953503
2023-03-15,151.0926971435547,151.34946732376167,148.06076257128353,149.3150168625453,77167900,142.88406509399414,,148.44150009155274,2.8320813838053778,154.1056628591635,142.777337323942,148.17696795617016,3.2887047524781394,2.857614737242841,153.89219743065584,142.46173848168448,148.99336300153558,147.30610275121532,1.6872602503202643,1.8699831334429606,-1,0.002621271525273583,-0.002621271525273583
2023-03-16,153.917236328125,154.5196720318581,149.7594399024329,150.27299535550645,76161100,143.49579696655275,,148.46717681884766,2.881338049482672,154.22985291781302,142.7045007198823,148.72366018207063,4.760232129425219,2.9662511602691595,154.65616250260894,142.79115786153233,149.75088197485704,147.79581634950495,1.9550656253520913,1.8869996318247868,-1,0.0186940814345693,-0.0186940814345693
2023-03-17,153.07777404785156,154.7962009363973,152.36670189187112,154.14438228182223,98944600,144.06529830932618,,148.53087615966797,2.9716516388840266,154.47417943743602,142.58757288189992,149.13833769309738,2.4294990445261817,2.9405741322681633,155.01948595763372,143.25718942856105,150.2627115245485,148.18707247530838,2.0756390492401238,1.9247275153078545,-1,-0.005453984883693308,0.005453984883693308
2023-03-20,155.447998046875,155.8628026785515,152.23830291826783,153.14690680049927,73641400,144.7086315917969,,148.77036743164064,3.324214346702181,155.418796125045,142.12193873823628,149.7392577267905,3.624499760283669,3.0156325699442434,155.770522866679,143.707992586902,151.06044791259873,148.72491881394294,2.3355290986557975,2.0068878319774432,-1,0.01548378929447014,-0.01548378929447014
2023-03-21,157.30471801757812,157.42322503802845,154.59869218400178,155.36903302560913,73938300,145.29837890625,,149.30367126464844,3.7875158067119457,156.87870287807235,141.72863965122454,150.45977775448458,2.824532854026671,3.0141512397818544,156.48808023404828,144.43147527492087,152.02110485182632,149.36045949569368,2.6606453561326475,2.1376393368084843,-1,0.011944315745663348,-0.011944315745663348
2023-03-22,155.8726806640625,160.12922799549253,155.85292447362312,157.32445173541882,75701800,145.84903259277343,,149.7441390991211,4.018462222118446,157.781063543358,141.7072146548842,150.97529231730152,4.2763035218694085,3.0901967306846116,157.15568577867074,144.7948988559323,152.61365497678574,149.8428462489062,2.7708087278795404,2.264273215022696,-1,-0.009103588065016543,0.009103588065016543
2023-03-23,156.95904541015625,159.54656410725272,155.72454710395584,156.86029458739586,67622100,146.40997467041015,,150.2147300720215,4.289596118931166,158.79392230988384,141.63553783415915,151.5451735642401,3.822017003296878,3.128220248753519,157.80161406174713,145.28873306673304,153.28217658191966,150.3699721127025,2.9122044692171585,2.3938594658615884,-1,0.006969564784961246,-0.006969564784961246
2023-03-24,158.26268005371094,158.35156031348998,155.89244937558198,156.88991856429575,59196500,146.94255676269532,,150.88333435058593,4.455006101434054,159.79334655345403,141.97332214771782,152.18493608704682,2.459110937908008,3.1785872396504984,158.54211056634782,145.82776160774583,154.04840788527216,150.9546171453698,3.093790739902346,2.5338457206697402,-1,0.008305571941700451,-0.008305571941700451
2023-03-27,156.31710815429688,158.77623413977568,155.91218910395636,157.9565254779494,52390300,147.43780517578125,,151.3949104309082,4.462521236656376,160.31995290422094,142.46986795759545,152.57847628392776,2.8640450358193164,3.2368559495607867,159.05218818304934,146.10476438480617,154.39743869589134,151.35183870158664,3.0455999943046947,2.636196575396731,-1,-0.012293308180764906,0.012293308180764906
2023-03-28,155.69491577148438,156.5245100617194,154.04562789125012,156.0109545619661,45992200,147.89398620605468,,151.90056076049805,4.340465881073976,160.58149252264602,143.2196289983501,152.87528004464744,2.4788821704692907,3.2496952186850465,159.37467048201754,146.37588960727734,154.59705055367488,151.67354811417167,2.92350243950321,2.693657748218027,-1,-0.003980321732911962,0.003980321732911962
2023-03-29,158.7762451171875,159.05277154396305,157.37385679009435,157.39359791374972,51305700,148.38852142333985,,152.66397552490236,4.123975549390214,160.91192662368277,144.41602442612194,153.43727671822268,1.6789147538686962,3.224017451749097,159.88531162172086,146.9892418147245,155.24000356344604,152.19967381809877,3.0403297453472646,2.762992147643875,-1,0.019790815457491506,-0.019790815457491506
2023-03-30,160.34649658203125,160.45513302219786,159.27001781009866,159.5267880006936,49501700,148.92885803222657,,153.47627487182618,3.9445357916420902,161.36534645511037,145.58720328854199,154.095297657633,1.1851152120991912,3.1445149816204436,160.3843276208739,147.80626769439212,156.0256178739976,152.80314217098265,3.2224757030149362,2.8548888587180876,-1,0.009889712807383821,-0.009889712807383821
2023-03-31,162.85501098632812,162.95377687892702,159.90210067407045,160.42552675181378,68749800,149.51818267822264,,154.16117477416992,4.325875631225431,162.81292603662078,145.50942351171906,154.92955606988968,3.0516762048565624,3.110442719761129,161.15044150941193,148.70867063036744,157.07629373743305,153.54772504619342,3.5285686912396272,2.9896248252223954,-1,0.015644335596777692,-0.015644335596777692
2023-04-03,164.1092529296875,164.22775993608965,162.18343872786127,162.23282167038158,56976200,150.08131591796874,,154.7705223083496,4.82360653454972,164.41773537744905,145.12330923925015,155.80381291367996,2.044321208228382,3.0724199526073392,161.94865281889463,149.6589730084653,158.15828745931833,154.33006044497074,3.82822701434759,3.1573452630474343,-1,0.007701586434234242,-0.007701586434234242
2023-04-04,163.57594299316406,164.7709287291007,163.0623875580335,164.53391473562277,46278300,150.56988342285158,,155.46332168579102,5.049774399566804,165.56287048492462,145.36377288665742,156.54401577839275,1.7085411710671963,3.0146455139674813,162.5733068063277,150.5147247504578,158.99177292606382,155.0149406337258,3.976832292338031,3.321242668905554,-1,-0.0032497249667691186,0.0032497249667691186
2023-04-05,161.7291259765625,163.0031364887197,159.7934413430479,162.6969833628771,51511700,150.99350952148438,,156.00106887817384,5.1187410912955595,166.23855106076496,145.76358669558272,157.03783579726607,3.2096951456717875,3.094147222107165,163.2261302414804,150.84954135305173,159.41290416460208,155.51228769615815,3.9006164684439284,3.437117428813229,-1,-0.011290272779773902,0.011290272779773902
2023-04-06,162.6179962158203,162.91427882271006,159.99098020805553,160.41564039126865,45390100,151.44812622070313,,156.69584579467772,5.020903394143163,166.73765258296405,146.6540390063914,157.56927964665218,2.9232986146545272,3.027484791798803,163.62424923024977,151.51431006305458,159.90599524940487,156.0386364753924,3.867358774012473,3.523165697853078,-1,0.005496043052793276,-0.005496043052793276
2023-04-10,160.0205841064453,160.0205841064453,158.09477004106023,159.41814841731897,47716900,151.80937866210937,,157.36395645141602,4.474227331115504,166.31241111364702,148.41550178918502,157.80273721425152,1.925814065385083,2.959340261440046,163.72141773713162,151.88405669137143,159.92362430433417,156.33359555917409,3.590028745160083,3.5365383073144794,-1,-0.015972476416003856,0.015972476416003856
2023-04-11,158.8058319091797,160.34648306196001,158.5194199230912,160.33661250261622,47644200,152.10748504638673,,157.87405090332032,3.9768589424220213,165.82776878816438,149.92033301847627,157.8982700423399,1.827063138868823,2.7820665141955856,163.46240307073109,152.33413701394872,159.75165624354116,156.51672417769302,3.2349320658481417,3.476217059021212,-1,-0.007591224616812942,0.007591224616812942
2023-04-12,158.11453247070312,160.05021717246308,157.79849370413785,159.22063801456596,50133100,152.44954986572264,,158.24489364624023,3.600436705114935,165.4457670564701,151.04402023601037,157.91886646408878,2.251723468325224,2.731699509656413,163.3822654834016,152.45546744477596,159.49979104771992,156.63508034754562,2.8647107001742995,3.3539157872518297,-1,-0.004353111155715683,0.004353111155715683
2023-04-13,163.50680541992188,163.7438344852104,159.41814822842684,159.625550544249,68445600,152.87401947021485,,158.8655990600586,3.3648965055590994,165.5953920711768,152.1358060489404,158.4510511265491,4.32568625678357,2.783548584871684,164.01814829629245,152.88395395680573,160.11625479728946,157.1440970195735,2.9721577777159496,3.2775641853446538,-1,0.03410358848714856,-0.03410358848714856
2023-04-14,163.1611785888672,164.2574136863755,161.7884170766324,162.5488571823505,49386500,153.26909301757811,,159.3277961730957,3.2833008719955386,165.89439791708676,152.76119442910462,158.8996346943889,2.4689966097430727,2.668986808887577,164.23760831216407,153.56166107661375,160.58470461137833,157.58980676544712,2.994897845931206,3.2210309174619645,-1,-0.0021138375871697646,0.0021138375871697646
2023-04-17,163.18089294433594,163.33891231813308,161.99577777997115,163.04262975965267,41516200,153.55826049804688,,159.83295211791992,3.0392273541630215,165.91140682624595,153.75449740959388,159.30737357533624,1.3431345381619337,2.6146685835693644,164.53671074247498,154.0780364081975,160.98411820106412,158.00396129721665,2.9801569038474724,3.172856114739066,-1,0.00012082748874009397,-0.00012082748874009397
2023-04-18,164.40553283691406,165.33387789076258,163.5956947875371,164.04012619342146,49923000,153.79934448242187,,160.28082885742188,3.0189746956486294,166.31877824871913,154.24287946612463,159.7929125526294,1.7381831032254809,2.520352750716455,164.8336180540623,154.75220705119648,161.51048968350258,158.47815178163867,3.0323379018639116,3.1447524721640354,-1,0.007504799553927466,-0.007504799553927466
2023-04-19,165.55116271972656,166.07458878664085,163.48707013576512,163.74385542338587,47720200,154.11796966552734,,160.6931510925293,3.1513484734751445,166.99584803947957,154.390454145579,160.34131733044816,2.5875186508757224,2.508502040558908,165.35832141156598,155.32431324933034,162.1321316890755,159.00207851779334,3.1300531712821567,3.14181261198766,-1,0.006968317081815778,-0.006968317081815778
2023-04-20,164.58331298828125,165.78818457608216,163.50683405035483,164.03026014199096,52456400,154.3596499633789,,161.12868270874023,3.0503806101884523,167.22944392911714,155.02792148836332,160.74531691690845,2.2813505257273334,2.408754390751804,165.56282569841207,155.92780813540483,162.50923650433793,159.41550329338503,3.093733210952905,3.132196731780709,-1,-0.005846227326617215,0.005846227326617215
2023-04-21,162.9735107421875,164.38576938158798,162.45008473615934,163.00313749199609,58337300,154.62297607421874,,161.4294059753418,2.9109633157120056,167.25133260676583,155.6074793439178,160.95752585264933,1.935684645428637,2.314437772858392,165.58640139836612,156.32865030693253,162.58066331016096,159.67905940070372,2.9016039094572363,3.086078167316015,-1,-0.009781078147384048,0.009781078147384048
2023-04-24,163.27967834472656,163.54633418620037,161.85753394961128,162.95376899838274,41949600,154.91313262939454,,161.68025588989258,2.8389887216232537,167.35823333313908,156.00227844664607,161.17868323284716,1.6888002365890884,2.2759222377924457,165.73052770843205,156.62683875726228,162.68820408470953,159.9457719150758,2.74243216963373,3.0173489677795584,-1,0.0018786341482415203,-0.0018786341482415203
2023-04-25,161.739013671875,164.2475072794641,161.69950129216383,163.1414017604714,48714100,155.1651675415039,,161.95135116577148,2.5433869682976242,167.03812510236673,156.86457722917623,161.2320480365641,2.5480059873002574,2.260120285366493,165.7522886072971,156.7118074658311,162.54217479042728,160.07860463780167,2.463570152625607,2.906593204748768,-1,-0.009435740494287415,0.009435740494287415
2023-04-26,161.7291259765625,163.23027992570658,160.78103984940847,161.03781003602157,45498800,155.36090911865233,,162.2530616760254,2.077363507347133,166.40778869071966,158.09833466133114,161.27938879275442,2.4492400762981106,2.258638180657934,165.7966651540703,156.76211243143854,162.417090357525,160.2008654777099,2.2162248798151154,2.7685195397620377,-1,-6.113364418403044e-05,6.113364418403044e-05
2023-04-27,166.32147216796875,166.4696059197472,163.14140369362494,163.14140369362494,64902300,155.66133728027344,,162.63032302856445,2.097749817959671,166.82582266448378,158.43482339264511,161.75958720944152,3.328202226122272,2.3411025542706128,166.44179231798273,157.0773821009003,163.01776448220866,160.6542437510624,2.3635207311462523,2.6875197780388804,-1,0.02839529468595381,-0.02839529468595381
2023-04-28,167.5757293701172,167.74363439949644,165.79806388046575,166.40049965137717,55275900,155.94477783203126,,162.99178466796874,2.2968928896757217,167.58557044732018,158.3979988886173,162.31350551045824,1.9455705190306958,2.379125319617188,167.07175614969262,157.55525487122387,163.7189898495792,161.1669463895109,2.5520434600682904,2.6604245144447622,-1,0.007541162219161679,-0.007541162219161679
2023-05-01,167.48683166503906,168.33616700655767,166.548616072207,167.18067853080987,52472900,156.2584387207031,,163.2233757019043,2.5063359113728794,168.23604752465008,158.21070387915853,162.80620323946596,1.7875509343506621,2.315919056091893,167.43804135164976,158.17436512728216,164.2986578211884,161.63508603955003,2.6635717816383817,2.661053967883486,-1,-0.0005304927235720847,0.0005304927235720847
